iter	Logloss
673	0.1454192127
674	0.1453239165
675	0.1450580745
676	0.1448767299
677	0.1447473718
678	0.1445866935
679	0.1444578658
680	0.1443569177
681	0.1442408461
682	0.1440636122
683	0.1439262035
684	0.1437869974
685	0.14358092
686	0.1434223425
687	0.1431782746
688	0.1429961774
689	0.142887193
690	0.1426881518
691	0.1425125986
692	0.142362776
693	0.1422197344
694	0.1420904222
695	0.1419047593
696	0.1417490284
697	0.1415870956
698	0.1413372091
699	0.1411006219
700	0.1408959594
701	0.1407906975
702	0.140689379
703	0.1405165564
704	0.1403073938
705	0.1401544159
706	0.1400197873
707	0.1398778377
708	0.1396864314
709	0.1395590631
710	0.1394761303
711	0.1393169081
712	0.1391740783
713	0.1390265145
714	0.1388832395
715	0.1387201367
716	0.138571134
717	0.1384101909
718	0.138261979
719	0.1381314164
720	0.1379893611
721	0.1379418189
722	0.1378052901
723	0.1376650304
724	0.1374391599
725	0.1372844737
726	0.1371441947
727	0.1370162809
728	0.1369409296
729	0.1368735697
730	0.1366820109
731	0.1365619915
732	0.1364339013
733	0.1362761763
734	0.1361066567
735	0.1359817507
736	0.1358384587
737	0.1357530168
738	0.1355538333
739	0.1354024973
740	0.1352409372
741	0.1350901578
742	0.1349439998
743	0.1348666178
744	0.1346741844
745	0.1345439007
746	0.1343908906
747	0.1342077306
748	0.1340489384
749	0.1339175804
750	0.1338282111
751	0.133708531
752	0.133561305
753	0.1334225685
754	0.133323898
755	0.1332361285
756	0.1330822762
757	0.1328927121
758	0.1327498957
759	0.1325432852
760	0.1324207211
761	0.1323580241
762	0.132207715
763	0.1321304128
764	0.1319707759
765	0.1318468923
766	0.1317171116
767	0.1315304695
768	0.1313615498
769	0.1312177875
770	0.1310922017
771	0.1309636311
772	0.1308411125
773	0.1306772627
774	0.130517972
775	0.1304343499
776	0.1303160565
777	0.1301846411
778	0.1300148834
779	0.1298640663
780	0.1297196667
781	0.1296204525
782	0.1294612966
783	0.1293026999
784	0.1291815005
785	0.1290421489
786	0.1289480786
787	0.1288735447
788	0.1287652568
789	0.1286575256
790	0.1285362037
791	0.1284356073
792	0.1282500424
793	0.1281568586
794	0.1280239519
795	0.1279041164
796	0.1277531424
797	0.1276033633
798	0.1274317315
799	0.1273489892
800	0.1272100815
801	0.1270947388
802	0.1269738854
803	0.1268260663
804	0.1267354549
805	0.1265949767
806	0.1264402643
807	0.1263613283
808	0.1261990503
809	0.1260830718
810	0.1259641362
811	0.1258268236
812	0.1256746434
813	0.1255483283
814	0.1254766293
815	0.125287475
816	0.125184381
817	0.1250522683
818	0.124856734
819	0.1247126541
820	0.1245496052
821	0.1243860368
822	0.1241881857
823	0.1240936031
824	0.1239796886
825	0.1238369195
826	0.1236118699
827	0.1235340085
828	0.1233763384
829	0.1233142632
830	0.1231869553
831	0.1231167267
832	0.1230124065
833	0.1227860317
834	0.1226866994
835	0.1225270041
836	0.1224170218
837	0.122335476
838	0.1222184561
839	0.1221377979
840	0.1219805699
841	0.1218839922
842	0.1217867909
843	0.1216677686
844	0.1215045463
845	0.1213473186
846	0.1212926578
847	0.1212031311
848	0.1210764241
849	0.1209155834
850	0.1208334293
851	0.1207984727
852	0.1206171536
853	0.1205155193
854	0.1203619228
855	0.1202108088
856	0.119996207
857	0.1198525324
858	0.119758277
859	0.1196335542
860	0.1194698298
861	0.119410315
862	0.1192676632
863	0.1191422134
864	0.1190140918
865	0.1189023665
866	0.1187407852
867	0.1186412951
868	0.1185406792
869	0.1183797767
870	0.1182401732
871	0.1180867241
872	0.1180168336
873	0.1179220232
874	0.1178207793
875	0.1176383123
876	0.1175049845
877	0.1174413331
878	0.1173112769
879	0.1172071021
880	0.1170458869
881	0.1168949322
882	0.1167987353
883	0.1167022149
884	0.1165397002
885	0.1164634598
886	0.116393504
887	0.1162503909
888	0.1161349653
889	0.1160936214
890	0.1159488965
891	0.1158389919
892	0.1157381927
893	0.1155938275
894	0.1154847782
895	0.1153927447
896	0.1152668281
897	0.1151412462
898	0.1150162709
899	0.1149016379
900	0.1147897321
901	0.1146872261
902	0.1145600111
903	0.1144119344
904	0.1143222963
905	0.1141645935
906	0.1139992309
907	0.1138846154
908	0.1137308254
909	0.1135586904
910	0.1135002743
911	0.1133610683
912	0.1132662386
913	0.1131291208
914	0.1130652916
915	0.1129030086
916	0.1128325349
917	0.112724174
918	0.1126057179
919	0.1124711867
920	0.1123851625
921	0.112255999
922	0.1121676908
923	0.1119959708
924	0.1118053306
925	0.111688752
926	0.1116160098
927	0.11149431
928	0.1113764001
929	0.1113191759
930	0.1112036471
931	0.1110973441
932	0.1109639193
933	0.1108686687
934	0.1108154252
935	0.1107558349
936	0.1106658693
937	0.1104991092
938	0.1103840635
939	0.1102608664
940	0.1101885846
941	0.1100876734
942	0.1099051932
943	0.1098175715
944	0.1097121492
945	0.1096094952
946	0.1094916633
947	0.1093770235
948	0.1092743065
949	0.1091780303
950	0.1090595886
951	0.1089242307
952	0.1087789777
953	0.1086039346
954	0.1084959569
955	0.1083749374
956	0.1082693216
957	0.1081448017
958	0.1080196315
959	0.1079173561
960	0.1078591807
961	0.1077262636
962	0.1076053894
963	0.1074661479
964	0.1074040599
965	0.1072342107
966	0.1071501349
967	0.1069953337
968	0.1069054055
969	0.106695821
970	0.1065618446
971	0.1064429215
972	0.1062981025
973	0.1061046204
974	0.1059668486
975	0.1058809066
976	0.1058136292
977	0.1056682234
978	0.1055324058
979	0.1054427349
980	0.1053213006
981	0.1052020532
982	0.1050418804
983	0.104945839
984	0.1048631063
985	0.1047854339
986	0.1046134909
987	0.1045029994
988	0.1044361101
989	0.1043403578
990	0.1042214227
991	0.1040698187
992	0.1039544012
993	0.1038593348
994	0.1038358597
995	0.103769912
996	0.1036488342
997	0.103601333
998	0.1035089154
999	0.1034754151
